task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
Step #1,2026-04-03T17:10:39,energy-efficiency,bda72d99-f3b9-4cad-865d-ffc709436360,1.8911383487284184,1.1306240144506413e-06,5.979189606837203e-07,360.0,176.79319818584906,10.0,0.0001890563379973173,9.284562983680189e-05,5.251211600585116e-06,0.00028715317943470435,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Step #3,2026-04-03T17:10:40,energy-efficiency,bda72d99-f3b9-4cad-865d-ffc709436360,1.6457464806735516,1.0566889043665696e-06,6.422555017251711e-07,360.0,217.46114491806887,10.0,0.0001644614815711975,9.93456350215638e-05,4.568200651556254e-06,0.00026837531724431757,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Step #5,2026-04-03T17:10:42,energy-efficiency,bda72d99-f3b9-4cad-865d-ffc709436360,1.658836230635643,1.0648540570952e-06,6.420029193949716e-07,360.0,217.0896296550155,10.0,0.0001658372942358255,0.00010000535777976438,4.6064311638474464e-06,0.0002704490831794374,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Step #7,2026-04-03T17:10:44,energy-efficiency,bda72d99-f3b9-4cad-865d-ffc709436360,1.6530850529670715,1.0280333613417633e-06,6.220529466726015e-07,360.0,198.97260939073945,10.0,0.00016520090028643612,9.1307850837552e-05,4.588699930657943e-06,0.00026109745105464596,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Step #9,2026-04-03T17:10:45,energy-efficiency,bda72d99-f3b9-4cad-865d-ffc709436360,1.6516841910779476,1.0227970800670445e-06,6.193476489837279e-07,360.0,196.18534507936275,10.0,0.00016516853608191013,9.001118311857681e-05,4.5878336764872075e-06,0.00025976755287697396,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Step #11,2026-04-03T17:10:47,energy-efficiency,bda72d99-f3b9-4cad-865d-ffc709436360,1.6552618220448494,1.0361120472514903e-06,6.261606898796327e-07,360.0,202.5758670482488,10.0,0.0001654512722045183,9.310229670234094e-05,4.59568744732274e-06,0.0002631492563541821,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Step #13,2026-04-03T17:10:49,energy-efficiency,bda72d99-f3b9-4cad-865d-ffc709436360,1.6554819121956825,1.033500313977433e-06,6.244587450676314e-07,360.0,201.05924641435078,10.0,0.00016547261029481886,9.241701837936489e-05,4.596305917948486e-06,0.0002624859345921322,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Step #15,2026-04-03T17:10:50,energy-efficiency,bda72d99-f3b9-4cad-865d-ffc709436360,1.6598326042294502,1.0045781022136336e-06,6.053204662106964e-07,360.0,183.4639552378849,10.0,0.00016595530286431302,8.457534543993006e-05,4.6096922105385186e-06,0.0002551403405147818,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Step #17,2026-04-03T17:10:52,energy-efficiency,bda72d99-f3b9-4cad-865d-ffc709436360,1.662829164415598,1.003119916332327e-06,6.034175376875803e-07,360.0,181.6617860689912,10.0,0.00016625574901700025,8.389617822501805e-05,4.6180667148696064e-06,0.0002547699939568879,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Step #19,2026-04-03T17:10:54,energy-efficiency,bda72d99-f3b9-4cad-865d-ffc709436360,1.6615230850875378,1.0101050378565987e-06,6.080021729682802e-07,360.0,185.9481619670675,10.0,0.0001661227084696292,8.580701309313099e-05,4.6143368300464394e-06,0.0002565440583928067,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Step #21,2026-04-03T17:10:55,energy-efficiency,bda72d99-f3b9-4cad-865d-ffc709436360,1.6592688225209713,1.003955036685979e-06,6.051799529430801e-07,360.0,183.3952977950792,10.0,0.00016587293557822715,8.450173426410856e-05,4.607425981925595e-06,0.00025498209582426124,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Step #23,2026-04-03T17:10:57,energy-efficiency,bda72d99-f3b9-4cad-865d-ffc709436360,1.6625370308756828,1.0263479179108712e-06,6.174543990036381e-07,360.0,194.63639940262522,10.0,0.00016619638986885548,8.985673855477216e-05,4.616257744944756e-06,0.0002606693861685722,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
Step #25,2026-04-03T17:10:59,energy-efficiency,bda72d99-f3b9-4cad-865d-ffc709436360,1.666621245443821,1.0609883372470262e-06,6.368292532990826e-07,360.0,213.46669472278816,10.0,0.00016626124940812568,9.858785665528558e-05,4.618170847081479e-06,0.0002694672769104926,0.0,Canada,CAN,quebec,,,Linux-5.15.0-152-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9554 64-Core Processor,1,1 x NVIDIA RTX A5000,,,4,machine,N
